url,product_name_du,unit_du,regular_price,current_price,valid_from,valid_to,supermarket,product_name_en,unit_qty,unit_type_en,unit_type_du
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappel%20wedges%20gekruid/71151,1 de Beste Aardappel wedges gekruid,450 g,,1.69,,,dirk,1 the Best Potato wedges seasoned,0.45,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelen%20kruimig/103911,1 de Beste Aardappelen kruimig,3 kg,,2.89,,,dirk,1st Best Floury Potatoes,3.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelen%20kruimig/103912,1 de Beste Aardappelen kruimig,3 kg,,2.89,,,dirk,1st Best Floury Potatoes,3.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelen%20kruimig/108146,1 de Beste Aardappelen kruimig,1 kg,,1.49,,,dirk,1st Best Floury Potatoes,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelen%20vastkokend/103915,1 de Beste Aardappelen vastkokend,3 kg,,3.89,,,dirk,1st Best Waxy Potatoes,3.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelen%20vastkokend/108147,1 de Beste Aardappelen vastkokend,1 kg,,1.49,,,dirk,1st Best Waxy Potatoes,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelgratin%20met%20kaas/69590,1 de Beste Aardappelgratin met kaas,500 g,,2.39,,,dirk,1st Best Potato Gratin with Cheese,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelpartjes%20gekruid/113454,1 de Beste Aardappelpartjes gekruid,500 g,,0.99,,,dirk,1st Best Seasoned Potato Wedges,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelpuree/69591,1 de Beste Aardappelpuree,500 g,,1.69,,,dirk,1st Best Mashed Potatoes,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20aardappelschijfjes/113445,1 de Beste Aardappelschijfjes,500 g,,0.99,,,dirk,1st Best Potato Slices,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20bistro%20minikrieltjes/113448,1 de Beste Bistro minikrieltjes,500 g,,0.99,,,dirk,1st Best Bistro mini potatoes,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20culinaire%20kriel%20aardappelen/82857,1 de Beste Culinaire kriel aardappelen,1 kg,,1.99,,,dirk,1st Best Culinary Bantam Potatoes,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20culinaire%20rode%20kriel/82858,1 de Beste Culinaire rode kriel,1 kg,,1.99,,,dirk,1st Best Culinary red bantam,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20gekookte%20aardappelen%20kruimig/113451,1 de Beste Gekookte aardappelen kruimig,500 g,,0.89,,,dirk,1st Best Boiled Potatoes Floury,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20krieltjes%20met%20schil%20gekruid/68878,1 de Beste Krieltjes met schil gekruid,450 g,,1.99,,,dirk,1 the Best Seasoned Potatoes with skin,0.45,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20krieltjes/113447,1 de Beste Krieltjes,500 g,,0.99,,,dirk,1st Best Baby Potatoes,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20minikrieltjes%20kleinverpakking/69583,1 de Beste Minikrieltjes kleinverpakking,200 g,,0.79,,,dirk,1st Best Mini Potatoes in small packaging,0.2,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20minkrieltjes/113452,1 de Beste Minkrieltjes,700 g,,1.29,,,dirk,1st Best Mini Bantams,0.7,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20pofaardappel%20met%20knoflooksaus/113455,1 de Beste Pofaardappel met knoflooksaus,500 g,,2.25,,,dirk,1st Best Jacket Potato with Garlic Sauce,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20stamppot%20aardappelen/73565,1 de Beste Stamppot aardappelen,1 kg,,1.49,,,dirk,1st Best Potato Potatoes,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1%20de%20beste%20verse%20frites/100968,1 de Beste Verse frites,1 kg,,2.39,,,dirk,1st Best Fresh Fries,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/aardappelen%20kruimig%20los/25561,Aardappelen kruimig los,1 kg,,1.98,,,dirk,Potatoes loose and loose,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/bio%2b%20biologische%20aardappelen%20kruimig/52225,Bio+ Biologische aardappelen kruimig,1 kg,,1.99,,,dirk,"Bio+ Organic potatoes, floury",1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/bio%2b%20biologische%20aardappelen%20vastkokend/52224,Bio+ Biologische aardappelen vastkokend,1 kg,,1.99,,,dirk,"Bio+ Organic potatoes, waxy",1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/biologische%20aardappelen/59215,Biologische Aardappelen,4 kg,,1.99,2025-11-04,2025-11-10,dirk,Organic Potatoes,4.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/fresh%20%26%20easy%20zoete%20aardappelfriet/21204,Fresh & Easy Zoete aardappelfriet,400 g,,1.99,,,dirk,Fresh & Easy Sweet Potato Fries,0.4,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/poldergoud%20geschilde%20aardappeltjes%20kruimig%20ongekookt/34317,Poldergoud Geschilde aardappeltjes kruimig ongekookt,1 kg,,1.29,,,dirk,"Poldergoud Peeled potatoes, floury, uncooked",1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/vers%20voordeel%20aardappelen%20kruimig/49869,Vers Voordeel Aardappelen kruimig,4 kg,,1.59,,,dirk,"Fresh Advantage Potatoes, floury",4.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/zoete%20aardappelen%20rood-wit/117433,Zoete aardappelen rood-wit,700 g,,2.99,,,dirk,Sweet potatoes red and white,0.7,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20ananas%20stukjes/44133,1 de Beste Ananas stukjes,250 g,,1.99,,,dirk,1st Best Pineapple Pieces,0.25,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20bavarois%20framboos/84690,1 de Beste Bavarois framboos,110 g,,1.99,,,dirk,1st Best Bavarois raspberry,0.11,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20blauwe%20bessen/51069,1 de Beste Blauwe bessen,300 g,3.69,3.49,2025-11-04,2025-11-10,dirk,1st Best Blueberries,0.3,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20citroenen%20verpakt/82672,1 de Beste Citroenen verpakt,500 g,1.25,1.19,2025-11-04,2025-11-10,dirk,1 the Best Lemons packed,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20elstar/113528,1 de Beste Elstar,"1,5 kg",2.39,1.49,2025-11-04,2025-11-10,dirk,1st Best Elstar,1.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20frambozen/60857,1 de Beste Frambozen,225 g,,3.59,,,dirk,1st Best Raspberries,0.225,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20fruitsalade%20luxe/63125,1 de Beste Fruitsalade luxe,500 g,,3.99,,,dirk,1st Best Fruit Salad Luxury,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20fruitsalade/44138,1 de Beste Fruitsalade,250 g,,1.95,,,dirk,1st Best Fruit Salad,0.25,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20granaatappelpitjes/110355,1 de Beste Granaatappelpitjes,90 g,,1.99,,,dirk,1st Best Pomegranate Seeds,0.09,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20granny%20smith/68729,1 de Beste Granny smith,6 stuks,,2.99,,,dirk,1st Best Granny Smith,6.0,piece,stuk
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20grapefruits%20verpakt/99226,1 de Beste Grapefruits verpakt,4 Stuks,,2.25,,,dirk,1 the Best Grapefruits packaged,4.0,piece,stuk
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20handperen%20verpakt/66443,1 de Beste Handperen verpakt,1 kg,,1.79,,,dirk,1 the Best Hand Pears packed,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20handsinaasappelen%20verpakt/76554,1 de Beste Handsinaasappelen verpakt,2 kg,,2.89,,,dirk,1 Packed the Best Hand Oranges,2.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20limoenen/76205,1 de Beste Limoenen,3 Stuks,,0.99,,,dirk,1st Best Limes,3.0,piece,stuk
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20mandarijnen%20verpakt/76573,1 de Beste Mandarijnen verpakt,1 kg,,1.99,,,dirk,1 the Best Mandarins packed,1.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20mango%20stukjes/44142,1 de Beste Mango stukjes,175 g,,2.49,,,dirk,1 the Best Mango pieces,0.175,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20meloenmix/110356,1 de Beste Meloenmix,500 g,,3.99,,,dirk,1st Best Melon Mix,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20perssinaasappelen%20verpakt/76555,1 de Beste Perssinaasappelen verpakt,2 kg,,2.79,,,dirk,1 Packed the Best Press Oranges,2.0,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20pitloze%20rode%20druiven/59970,1 de Beste Pitloze rode druiven,500 g,,2.45,,,dirk,1st Best Seedless red grapes,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20pitloze%20witte%20druiven/59971,1 de Beste Pitloze witte druiven,500 g,,2.45,,,dirk,1st Best Seedless white grapes,0.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20royal%20gala/63996,1 de Beste Royal gala,"1,5 kg",,2.99,,,dirk,1st Best Royal gala,1.5,kg,kg
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20watermeloen%20part/44149,1 de Beste Watermeloen part,Per stuk,,1.99,,,dirk,1st Best Watermelon part,1.0,piece,stuk
https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1%20de%20beste%20watermeloen%20stukjes/44147,1 de Beste Watermeloen stukjes,250 g,,1.99,,,dirk,1st Best Watermelon Pieces,0.25,kg,kg
